draw_no,draw_date,main,supp,powerball,source
1477,1995-09-16,4 12 17 18 19 26,7 39,,archive
1479,1995-09-23,4 8 9 12 19 27,10 37,,archive
1481,1995-09-30,9 21 36 39 40 45,3 7,,archive
1483,1995-10-07,4 10 12 20 27 44,13 22,,archive
1485,1995-10-14,7 14 18 28 31 41,39 43,,archive
1487,1995-10-21,4 11 13 14 17 32,37 43,,archive
1489,1995-10-28,2 4 6 36 37 38,10 26,,archive
1491,1995-11-04,14 30 35 38 44 45,13 29,,archive
1493,1995-11-11,5 9 23 27 35 43,6 11,,archive
1495,1995-11-18,3 11 13 38 40 44,5 12,,archive
1497,1995-11-25,14 19 22 25 31 35,26 43,,archive
1499,1995-12-02,2 18 21 37 40 42,30 35,,archive
1501,1995-12-09,3 15 18 19 25 37,13 34,,archive
1503,1995-12-16,8 15 23 28 34 42,14 32,,archive
1505,1995-12-23,2 3 6 22 23 33,19 27,,archive
1507,1995-12-30,6 15 18 26 40 45,19 34,,archive
1509,1996-01-06,6 7 22 29 33 43,8 21,,archive
1511,1996-01-13,2 3 5 9 16 28,11 29,,archive
1513,1996-01-20,7 17 28 35 42 45,8 10,,archive
1515,1996-01-27,19 23 32 33 36 44,4 31,,archive
1517,1996-02-03,5 8 15 17 32 44,31 35,,archive
1519,1996-02-10,7 33 34 35 42 44,13 39,,archive
1521,1996-02-17,5 18 22 26 31 37,14 30,,archive
1523,1996-02-24,13 14 15 19 28 31,3 40,,archive
1525,1996-03-02,13 14 15 33 41 42,8 25,,archive
1527,1996-03-09,10 15 26 37 40 44,11 42,,archive
1529,1996-03-16,12 20 31 36 38 39,1 2,,archive
1531,1996-03-23,11 18 23 25 41 43,10 26,,archive
1533,1996-03-30,4 24 30 33 36 44,11 15,,archive
1535,1996-04-06,12 18 22 33 40 44,7 38,,archive
1537,1996-04-13,3 12 26 31 35 36,8 14,,archive
1539,1996-04-20,2 3 14 17 19 35,12 42,,archive
1541,1996-04-27,7 13 15 26 42 44,2 28,,archive
1543,1996-05-04,5 29 34 35 36 39,23 31,,archive
1545,1996-05-11,15 22 25 34 35 36,11 24,,archive
1547,1996-05-18,12 26 27 37 42 44,15 17,,archive
1549,1996-05-25,1 11 30 36 42 45,9 39,,archive
1551,1996-06-01,4 12 16 28 32 35,23 45,,archive
1553,1996-06-08,10 12 18 32 38 44,15 43,,archive
1555,1996-06-15,2 13 23 24 32 45,16 41,,archive
1557,1996-06-22,3 5 8 25 27 44,30 31,,archive
1559,1996-06-29,2 9 19 29 30 40,3 33,,archive
1561,1996-07-06,15 16 19 25 30 32,1 26,,archive
1563,1996-07-13,5 14 16 21 36 45,23 26,,archive
1565,1996-07-20,5 14 27 29 39 44,17 19,,archive
1567,1996-07-27,3 5 23 41 42 45,29 35,,archive
1569,1996-08-03,15 19 31 34 35 43,11 26,,archive
1571,1996-08-10,1 17 18 24 30 41,27 40,,archive
1573,1996-08-17,11 12 23 25 30 31,1 28,,archive
1575,1996-08-24,4 14 19 25 28 38,17 33,,archive
1577,1996-08-31,6 10 18 20 26 42,4 19,,archive
1579,1996-09-07,1 28 37 39 40 42,21 30,,archive
1581,1996-09-14,8 16 23 28 32 45,5 10,,archive
1583,1996-09-21,24 26 30 31 36 41,11 40,,archive
1585,1996-09-28,4 12 21 27 33 34,30 35,,archive
1587,1996-10-05,13 14 22 37 42 43,24 27,,archive
1589,1996-10-12,4 14 29 32 36 41,39 44,,archive
1591,1996-10-19,9 18 19 20 26 45,2 13,,archive
1593,1996-10-26,2 14 20 24 27 29,4 28,,archive
1595,1996-11-02,2 3 8 9 21 28,25 34,,archive
1597,1996-11-09,10 26 29 32 40 44,8 23,,archive
1599,1996-11-16,9 13 24 25 29 39,28 44,,archive
1601,1996-11-23,4 11 14 24 27 31,19 20,,archive
1603,1996-11-30,10 28 32 33 37 44,6 21,,archive
1605,1996-12-07,3 9 19 21 29 42,16 22,,archive
1607,1996-12-14,4 13 14 21 28 32,24 25,,archive
1609,1996-12-21,15 20 21 35 40 45,14 34,,archive
1611,1996-12-28,9 11 20 32 35 40,8 39,,archive
1613,1997-01-04,6 22 26 27 30 36,11 12,,archive
1615,1997-01-11,10 23 24 29 36 43,8 13,,archive
1617,1997-01-18,9 10 11 21 32 41,19 25,,archive
1619,1997-01-25,14 19 29 36 42 44,23 38,,archive
1621,1997-02-01,8 15 25 34 37 39,42 44,,archive
1623,1997-02-08,9 11 15 16 24 39,19 41,,archive
1625,1997-02-15,1 10 12 29 32 39,13 43,,archive
1627,1997-02-22,3 4 7 13 22 26,11 21,,archive
1629,1997-03-01,1 3 22 23 37 39,10 24,,archive
1631,1997-03-08,1 23 27 29 30 42,13 41,,archive
1633,1997-03-15,1 2 5 15 20 29,9 40,,archive
1635,1997-03-22,4 6 19 21 35 36,23 26,,archive
1637,1997-03-29,1 6 10 23 38 40,17 33,,archive
1639,1997-04-05,5 7 17 22 27 44,16 32,,archive
1641,1997-04-12,3 17 23 31 35 37,12 16,,archive
1643,1997-04-19,16 30 32 39 43 45,10 42,,archive
1645,1997-04-26,7 11 29 32 36 41,4 35,,archive
1647,1997-05-03,18 22 30 32 33 36,8 26,,archive
1649,1997-05-10,2 8 15 17 28 29,22 26,,archive
1651,1997-05-17,7 12 15 16 26 38,3 36,,archive
1653,1997-05-24,23 25 28 36 39 43,13 21,,archive
1655,1997-05-31,1 8 24 26 43 45,11 12,,archive
1657,1997-06-07,5 6 29 30 31 43,16 22,,archive
1659,1997-06-14,3 4 12 14 20 41,17 33,,archive
1661,1997-06-21,1 16 24 25 30 40,5 18,,archive
1663,1997-06-28,11 20 21 22 27 40,17 19,,archive
1665,1997-07-05,5 7 9 12 19 30,29 36,,archive
1667,1997-07-12,6 8 24 26 36 37,32 35,,archive
1669,1997-07-19,11 17 25 33 41 44,13 42,,archive
1671,1997-07-26,1 4 15 29 33 36,38 40,,archive
1673,1997-08-02,20 24 38 43 44 45,7 8,,archive
1675,1997-08-09,2 4 25 26 28 31,1 34,,archive
1677,1997-08-16,8 15 18 27 32 35,24 33,,archive
1679,1997-08-23,7 11 12 22 24 29,36 37,,archive
1681,1997-08-30,11 15 23 32 35 44,14 28,,archive
1683,1997-09-06,5 31 33 34 35 42,3 29,,archive
1685,1997-09-13,7 31 34 39 41 43,15 38,,archive
1687,1997-09-20,15 17 20 22 26 34,9 35,,archive
1689,1997-09-27,9 11 23 26 28 39,3 45,,archive
1691,1997-10-04,12 17 25 30 38 44,18 20,,archive
1693,1997-10-11,8 9 20 22 26 36,19 32,,archive
1695,1997-10-18,11 17 23 25 30 43,12 13,,archive
1697,1997-10-25,11 12 18 19 25 26,4 21,,archive
1699,1997-11-01,16 25 30 31 39 42,27 32,,archive
1701,1997-11-08,4 5 6 9 17 30,25 40,,archive
1703,1997-11-15,3 5 18 19 21 35,13 45,,archive
1705,1997-11-22,7 10 12 17 28 44,3 8,,archive
1707,1997-11-29,3 9 12 15 20 38,1 33,,archive
1709,1997-12-06,2 5 13 29 35 45,11 16,,archive
1711,1997-12-13,3 28 37 40 41 44,20 33,,archive
1713,1997-12-20,4 12 14 29 40 44,17 18,,archive
1715,1997-12-27,4 10 12 28 36 45,16 22,,archive
1717,1998-01-03,1 5 21 24 37 41,2 17,,archive
1719,1998-01-10,2 3 4 18 25 41,5 7,,archive
1721,1998-01-17,2 7 11 17 32 40,26 45,,archive
1723,1998-01-24,7 8 20 25 28 36,17 27,,archive
1725,1998-01-31,7 19 26 27 31 40,17 44,,archive
1727,1998-02-07,2 3 7 20 21 22,11 23,,archive
1729,1998-02-14,2 7 15 17 25 31,10 42,,archive
1731,1998-02-21,3 6 12 13 14 17,2 5,,archive
1733,1998-02-28,1 2 18 31 41 42,14 15,,archive
1735,1998-03-07,8 9 20 23 25 40,22 30,,archive
1737,1998-03-14,1 4 16 17 27 42,6 24,,archive
1739,1998-03-21,6 18 19 30 43 44,5 23,,archive
1741,1998-03-28,16 21 24 25 36 37,33 43,,archive
1743,1998-04-04,3 5 6 9 16 18,8 14,,archive
1745,1998-04-11,3 7 15 34 41 45,2 33,,archive
1747,1998-04-18,9 10 16 19 21 41,18 28,,archive
1749,1998-04-25,5 15 20 36 39 45,13 21,,archive
1751,1998-05-02,8 9 27 37 40 44,15 21,,archive
1753,1998-05-09,5 7 12 28 39 40,8 25,,archive
1755,1998-05-16,7 8 10 16 17 36,33 43,,archive
1757,1998-05-23,4 7 11 20 29 32,3 21,,archive
1759,1998-05-30,2 8 16 17 23 42,19 30,,archive
1761,1998-06-06,7 13 21 24 25 34,14 15,,archive
1763,1998-06-13,11 16 20 32 34 35,6 7,,archive
1765,1998-06-20,2 17 24 30 34 38,10 33,,archive
1767,1998-06-27,2 6 24 25 33 42,18 44,,archive
1769,1998-07-04,5 7 12 22 29 38,4 45,,archive
1771,1998-07-11,3 4 30 31 36 43,9 23,,archive
1773,1998-07-18,6 12 18 20 27 45,3 7,,archive
1775,1998-07-25,5 9 16 32 42 44,6 37,,archive
1777,1998-08-01,5 8 9 10 17 22,18 32,,archive
1779,1998-08-08,11 13 18 25 30 39,4 42,,archive
1781,1998-08-15,3 13 14 18 30 45,9 33,,archive
1783,1998-08-22,2 9 23 39 42 45,16 44,,archive
1785,1998-08-29,5 13 25 37 40 44,24 32,,archive
1787,1998-09-05,1 6 18 39 42 44,15 25,,archive
1789,1998-09-12,2 19 23 24 39 44,26 28,,archive
1791,1998-09-19,4 11 12 19 35 37,5 13,,archive
1793,1998-09-26,20 26 29 33 38 44,7 35,,archive
1795,1998-10-03,3 7 16 18 24 43,9 23,,archive
1797,1998-10-10,1 10 15 30 40 41,14 25,,archive
1799,1998-10-17,2 5 15 16 28 37,3 38,,archive
1801,1998-10-24,24 31 37 41 43 45,9 13,,archive
1803,1998-10-31,8 21 30 33 35 40,39 43,,archive
1805,1998-11-07,4 19 28 33 36 39,9 44,,archive
1807,1998-11-14,6 25 26 37 44 45,35 41,,archive
1809,1998-11-21,1 3 18 24 32 38,2 25,,archive
1811,1998-11-28,2 5 11 25 30 41,8 14,,archive
1813,1998-12-05,6 18 27 32 33 45,2 24,,archive
1815,1998-12-12,2 9 18 25 32 36,6 34,,archive
1817,1998-12-19,4 5 16 18 22 27,36 41,,archive
1819,1998-12-26,2 4 13 31 33 37,11 27,,archive
1821,1999-01-02,5 18 28 35 41 44,9 45,,archive
1823,1999-01-09,5 14 16 24 29 41,28 42,,archive
1825,1999-01-16,9 19 36 38 39 43,25 26,,archive
1827,1999-01-23,3 5 8 15 16 41,1 7,,archive
1829,1999-01-30,3 25 36 43 44 45,14 41,,archive
1831,1999-02-06,8 12 18 30 39 41,24 38,,archive
1833,1999-02-13,15 16 29 33 34 35,22 24,,archive
1835,1999-02-20,10 20 25 38 39 43,7 13,,archive
1837,1999-02-27,12 13 23 26 39 41,17 30,,archive
1839,1999-03-06,16 19 33 34 35 40,23 42,,archive
1841,1999-03-13,3 6 19 24 26 41,32 37,,archive
1843,1999-03-20,2 15 20 25 32 44,1 10,,archive
1845,1999-03-27,7 27 31 33 34 39,35 38,,archive
1847,1999-04-03,4 15 23 27 32 33,19 31,,archive
1849,1999-04-10,16 18 21 28 35 38,33 43,,archive
1851,1999-04-17,20 22 24 27 34 38,7 25,,archive
1853,1999-04-24,5 13 15 16 20 26,11 42,,archive
1855,1999-05-01,1 10 18 31 37 38,16 17,,archive
1857,1999-05-08,2 8 11 23 24 26,4 41,,archive
1859,1999-05-15,2 5 31 35 42 43,6 13,,archive
1861,1999-05-22,22 23 25 35 39 42,20 31,,archive
1863,1999-05-29,13 15 18 21 37 41,11 20,,archive
1865,1999-06-05,5 9 23 30 33 37,25 44,,archive
1867,1999-06-12,1 14 22 26 29 37,9 32,,archive
1869,1999-06-19,4 10 12 23 33 41,28 35,,archive
1871,1999-06-26,8 10 16 28 34 38,31 43,,archive
1873,1999-07-03,16 19 20 27 35 41,10 26,,archive
1875,1999-07-10,3 17 19 23 29 37,7 11,,archive
1877,1999-07-17,4 5 8 9 37 43,6 10,,archive
1879,1999-07-24,1 2 12 29 34 42,17 31,,archive
1881,1999-07-31,10 11 24 25 26 36,39 42,,archive
1883,1999-08-07,16 21 22 29 39 45,1 19,,archive
1885,1999-08-14,11 25 26 34 38 42,18 28,,archive
1887,1999-08-21,1 9 14 32 35 42,6 22,,archive
1889,1999-08-28,4 13 16 22 26 45,6 17,,archive
1891,1999-09-04,8 14 17 20 37 39,4 6,,archive
1893,1999-09-11,4 11 26 29 33 34,14 17,,archive
1895,1999-09-18,1 7 10 11 18 36,43 45,,archive
1897,1999-09-25,5 9 19 24 27 35,8 45,,archive
1899,1999-10-02,5 19 20 22 29 39,17 28,,archive
1901,1999-10-09,9 18 19 36 39 40,2 43,,archive
1903,1999-10-16,10 19 23 26 34 38,4 6,,archive
1905,1999-10-23,11 15 16 21 24 33,17 18,,archive
1907,1999-10-30,8 27 28 34 37 42,15 31,,archive
1909,1999-11-06,5 6 13 23 30 35,19 40,,archive
1911,1999-11-13,11 12 15 31 40 41,3 18,,archive
1913,1999-11-20,16 25 29 36 39 40,18 32,,archive
1915,1999-11-27,9 24 29 32 39 45,7 19,,archive
1917,1999-12-04,18 19 30 31 42 45,16 20,,archive
1919,1999-12-11,9 21 22 26 39 43,28 36,,archive
1921,1999-12-18,20 24 38 40 42 43,22 29,,archive
1923,1999-12-25,12 16 24 28 35 39,2 26,,archive
1925,1999-12-31,5 11 26 33 39 45,3 12,,archive
1927,2000-01-08,5 6 17 22 39 40,20 34,,archive
1929,2000-01-15,6 12 15 30 32 33,5 20,,archive
1931,2000-01-22,5 7 21 25 26 42,8 30,,archive
1933,2000-01-29,7 13 19 22 29 45,18 41,,archive
1935,2000-02-05,3 14 18 22 24 39,13 41,,archive
1937,2000-02-12,9 10 22 25 28 33,2 29,,archive
1939,2000-02-19,5 18 19 23 33 43,22 36,,archive
1941,2000-02-26,2 7 13 17 23 35,12 25,,archive
1943,2000-03-04,3 12 15 25 31 33,30 44,,archive
1945,2000-03-11,1 11 12 19 37 39,18 21,,archive
1947,2000-03-18,21 22 33 34 37 39,8 23,,archive
1949,2000-03-25,2 20 24 25 26 41,12 31,,archive
1951,2000-04-01,11 13 17 23 31 39,18 34,,archive
1953,2000-04-08,13 18 36 37 39 43,23 24,,archive
1955,2000-04-15,1 15 18 25 34 40,36 44,,archive
1957,2000-04-22,16 30 33 37 40 41,6 10,,archive
1959,2000-04-29,20 24 29 30 31 45,8 14,,archive
1961,2000-05-06,7 16 19 33 40 41,10 36,,archive
1963,2000-05-13,2 3 7 22 35 45,14 39,,archive
1965,2000-05-20,2 8 22 24 36 42,1 30,,archive
1967,2000-05-27,6 14 33 42 43 44,10 32,,archive
1969,2000-06-03,16 25 28 34 42 43,6 40,,archive
1971,2000-06-10,4 6 12 22 29 43,9 13,,archive
1973,2000-06-17,6 11 12 13 21 32,8 26,,archive
1975,2000-06-24,8 24 25 39 40 41,7 45,,archive
1977,2000-07-01,4 5 8 10 22 39,23 29,,archive
1979,2000-07-08,6 8 10 13 25 38,11 23,,archive
1981,2000-07-15,16 24 32 34 39 42,14 35,,archive
1983,2000-07-22,7 8 15 16 25 36,6 34,,archive
1985,2000-07-29,1 3 5 19 22 29,23 43,,archive
1987,2000-08-05,6 11 13 21 24 43,22 40,,archive
1989,2000-08-12,1 10 16 22 27 36,20 34,,archive
1991,2000-08-19,1 7 16 19 23 44,10 14,,archive
1993,2000-08-26,11 22 23 33 35 39,13 29,,archive
1995,2000-09-02,6 10 25 28 35 38,32 45,,archive
1997,2000-09-09,12 24 29 32 43 45,19 36,,archive
1999,2000-09-16,1 8 20 31 32 37,22 44,,archive
2001,2000-09-23,3 22 24 28 36 40,17 23,,archive
2003,2000-09-30,1 3 6 7 11 24,10 31,,archive
2005,2000-10-07,3 7 8 23 25 34,9 41,,archive
2007,2000-10-14,11 23 27 38 43 44,12 21,,archive
2009,2000-10-21,1 12 22 26 38 44,23 36,,archive
2011,2000-10-28,10 16 21 31 39 42,26 36,,archive
2013,2000-11-04,1 9 17 22 26 30,36 37,,archive
2015,2000-11-11,8 21 26 28 35 39,22 29,,archive
2017,2000-11-18,2 9 19 38 40 42,7 36,,archive
2019,2000-11-25,4 15 19 30 33 38,16 27,,archive
2021,2000-12-02,2 13 15 20 25 40,24 30,,archive
2023,2000-12-09,10 11 22 26 28 37,19 25,,archive
2025,2000-12-16,4 5 18 38 42 43,14 23,,archive
2027,2000-12-23,8 10 19 21 27 45,2 35,,archive
2029,2000-12-30,7 18 26 27 34 43,17 28,,archive
2031,2001-01-06,6 10 20 31 38 44,2 30,,archive
2033,2001-01-13,6 20 24 35 39 42,1 25,,archive
2035,2001-01-20,4 7 9 15 27 43,32 34,,archive
2037,2001-01-27,10 24 26 37 39 44,3 23,,archive
2039,2001-02-03,5 14 20 22 30 40,26 39,,archive
2041,2001-02-10,5 11 12 29 41 44,14 42,,archive
2043,2001-02-17,5 24 25 26 37 45,11 17,,archive
2045,2001-02-24,2 6 10 12 13 33,4 23,,archive
2047,2001-03-03,8 12 13 31 37 40,5 20,,archive
2049,2001-03-10,4 5 17 18 29 36,1 41,,archive
2051,2001-03-17,1 17 24 32 34 41,7 11,,archive
2053,2001-03-24,16 23 26 30 33 45,14 39,,archive
2055,2001-03-31,3 7 16 32 37 38,1 2,,archive
2057,2001-04-07,10 20 21 27 32 33,11 18,,archive
2059,2001-04-14,6 7 17 19 20 23,14 41,,archive
2061,2001-04-21,4 5 28 31 37 45,26 36,,archive
2063,2001-04-28,4 5 7 12 24 36,15 33,,archive
2065,2001-05-05,9 24 29 31 32 33,44 45,,archive
2067,2001-05-12,14 17 19 20 24 38,16 31,,archive
2069,2001-05-19,1 5 12 22 27 30,3 32,,archive
2071,2001-05-26,5 7 25 26 33 45,6 15,,archive
2073,2001-06-02,3 12 19 23 24 30,37 40,,archive
2075,2001-06-09,3 5 20 22 36 38,13 19,,archive
2077,2001-06-16,15 17 28 34 36 42,5 19,,archive
2079,2001-06-23,1 8 14 20 22 45,4 32,,archive
2081,2001-06-30,2 3 5 9 25 43,30 37,,archive
2083,2001-07-07,1 2 4 18 23 41,16 39,,archive
2085,2001-07-14,15 17 21 25 30 33,2 20,,archive
2087,2001-07-21,6 19 31 34 36 38,16 23,,archive
2089,2001-07-28,7 14 23 28 34 41,1 39,,archive
2091,2001-08-04,3 4 12 14 20 29,15 42,,archive
2093,2001-08-11,12 20 31 33 34 44,16 29,,archive
2095,2001-08-18,2 9 12 14 35 37,39 42,,archive
2097,2001-08-25,18 24 26 27 39 42,33 41,,archive
2099,2001-09-01,2 12 18 23 29 40,8 44,,archive
2101,2001-09-08,3 20 27 31 41 44,4 39,,archive
2103,2001-09-15,15 22 25 34 35 41,28 42,,archive
2105,2001-09-22,8 9 13 22 26 34,11 39,,archive
2107,2001-09-29,14 17 30 32 37 40,15 19,,archive
2109,2001-10-06,4 8 16 18 22 42,9 35,,archive
2111,2001-10-13,5 11 15 16 20 37,10 32,,archive
2113,2001-10-20,1 7 13 25 36 41,10 27,,archive
2115,2001-10-27,10 14 21 22 37 45,4 26,,archive
2117,2001-11-03,4 7 15 27 43 45,3 21,,archive
2119,2001-11-10,3 8 9 18 35 42,40 44,,archive
2121,2001-11-17,4 14 16 18 28 44,7 33,,archive
2123,2001-11-24,3 11 16 17 28 38,7 34,,archive
2125,2001-12-01,5 7 18 21 22 29,23 40,,archive
2127,2001-12-08,12 25 26 29 35 39,17 38,,archive
2129,2001-12-15,12 16 17 32 41 45,1 42,,archive
2131,2001-12-22,1 6 7 23 33 38,5 16,,archive
2133,2001-12-29,2 10 26 32 38 40,16 17,,archive
2135,2002-01-05,7 9 23 24 35 44,2 26,,archive
2137,2002-01-12,1 2 14 20 30 43,21 41,,archive
2139,2002-01-19,11 18 22 32 36 37,12 13,,archive
2141,2002-01-26,2 9 11 22 24 43,29 37,,archive
2143,2002-02-02,1 6 7 19 23 36,37 41,,archive
2145,2002-02-09,11 12 37 39 41 42,20 33,,archive
2147,2002-02-16,14 17 26 28 37 41,23 29,,archive
2149,2002-02-23,4 13 16 19 34 41,7 9,,archive
2151,2002-03-02,9 12 14 19 22 24,30 32,,archive
2153,2002-03-09,10 25 38 42 44 45,14 22,,archive
2155,2002-03-16,1 7 25 27 36 43,11 35,,archive
2157,2002-03-23,1 4 7 8 21 42,36 41,,archive
2159,2002-03-30,26 31 32 36 40 45,27 38,,archive
2161,2002-04-06,3 15 29 31 36 45,2 43,,archive
2163,2002-04-13,4 17 21 26 32 40,15 31,,archive
2165,2002-04-20,5 14 22 32 35 40,8 16,,archive
2167,2002-04-27,8 24 28 32 34 40,36 37,,archive
2169,2002-05-04,1 8 22 27 30 40,6 44,,archive
2171,2002-05-11,2 8 17 23 25 33,11 43,,archive
2173,2002-05-18,10 32 36 38 39 40,28 30,,archive
2175,2002-05-25,5 6 8 21 22 27,10 40,,archive
2177,2002-06-01,6 14 17 22 23 34,8 24,,archive
2179,2002-06-08,7 8 18 30 31 33,32 38,,archive
2181,2002-06-15,2 17 27 30 34 45,11 39,,archive
2183,2002-06-22,5 17 31 36 43 45,24 41,,archive
2185,2002-06-29,2 3 5 29 30 38,22 28,,archive
2187,2002-07-06,10 14 25 33 43 45,3 26,,archive
2189,2002-07-13,7 17 20 23 27 42,4 29,,archive
2191,2002-07-20,6 8 11 21 39 44,17 30,,archive
2193,2002-07-27,1 6 13 19 27 36,17 44,,archive
2195,2002-08-03,2 8 11 21 27 41,6 18,,archive
2197,2002-08-10,5 19 28 29 39 41,33 43,,archive
2199,2002-08-17,9 15 19 20 23 26,33 40,,archive
2201,2002-08-24,3 12 31 35 39 45,20 44,,archive
2203,2002-08-31,2 10 16 31 35 40,4 9,,archive
2205,2002-09-07,3 7 20 22 35 45,32 40,,archive
2207,2002-09-14,10 11 23 28 38 41,8 20,,archive
2209,2002-09-21,5 6 7 19 21 26,24 41,,archive
2211,2002-09-28,12 21 22 25 37 39,6 19,,archive
2213,2002-10-05,1 3 8 20 27 36,32 37,,archive
2215,2002-10-12,1 10 17 29 38 41,2 6,,archive
2217,2002-10-19,5 8 19 21 22 31,12 34,,archive
2219,2002-10-26,7 31 32 39 40 44,4 12,,archive
2221,2002-11-02,9 13 14 25 31 34,44 45,,archive
2223,2002-11-09,15 26 31 36 37 41,18 39,,archive
2225,2002-11-16,17 22 31 39 42 43,7 38,,archive
2227,2002-11-23,7 21 22 34 37 38,2 13,,archive
2229,2002-11-30,1 11 12 37 41 43,21 32,,archive
2231,2002-12-07,22 23 32 35 39 44,16 31,,archive
2233,2002-12-14,2 5 9 28 30 42,4 36,,archive
2235,2002-12-21,5 6 7 29 34 43,11 33,,archive
2237,2002-12-28,1 4 6 24 29 40,2 9,,archive
2239,2003-01-04,8 18 24 25 27 30,13 43,,archive
2241,2003-01-11,1 3 9 10 21 33,13 40,,archive
2243,2003-01-18,6 7 19 20 35 42,34 40,,archive
2245,2003-01-25,5 7 18 34 35 42,28 39,,archive
2247,2003-02-01,15 16 20 29 33 34,12 28,,archive
2249,2003-02-08,10 13 14 15 26 29,8 28,,archive
2251,2003-02-15,8 22 31 35 37 43,13 27,,archive
2253,2003-02-22,11 15 26 32 40 45,2 17,,archive
2255,2003-03-01,12 15 23 30 36 42,22 24,,archive
2257,2003-03-08,2 17 19 21 30 41,15 16,,archive
2259,2003-03-15,1 8 13 24 35 42,21 37,,archive
2261,2003-03-22,7 15 16 21 22 27,36 45,,archive
2263,2003-03-29,6 10 14 25 28 45,26 44,,archive
2265,2003-04-05,3 11 12 24 28 32,2 15,,archive
2267,2003-04-12,4 7 8 31 32 36,12 14,,archive
2269,2003-04-19,8 9 12 15 26 33,6 29,,archive
2271,2003-04-26,15 16 21 22 29 34,8 33,,archive
2273,2003-05-03,8 9 10 12 21 32,14 28,,archive
2275,2003-05-10,3 4 5 7 31 38,9 45,,archive
2277,2003-05-17,5 17 22 28 38 42,20 32,,archive
2279,2003-05-24,1 4 5 8 28 41,25 38,,archive
2281,2003-05-31,3 21 25 36 43 45,16 39,,archive
2283,2003-06-07,2 8 18 24 39 41,3 21,,archive
2285,2003-06-14,1 5 17 18 30 40,20 23,,archive
2287,2003-06-21,3 5 8 16 26 31,2 6,,archive
2289,2003-06-28,1 25 31 33 44 45,35 39,,archive
2291,2003-07-05,3 16 21 28 40 42,13 31,,archive
2293,2003-07-12,6 12 16 23 26 30,9 38,,archive
2295,2003-07-19,2 5 7 20 25 30,28 42,,archive
2297,2003-07-26,15 21 25 27 35 40,19 41,,archive
2299,2003-08-02,7 18 26 33 37 43,3 13,,archive
2301,2003-08-09,1 7 10 23 25 42,8 9,,archive
2303,2003-08-16,4 21 27 31 40 43,8 39,,archive
2305,2003-08-23,8 13 20 26 36 42,14 32,,archive
2307,2003-08-30,5 20 25 33 40 43,32 45,,archive
2309,2003-09-06,5 11 15 19 20 28,27 38,,archive
2311,2003-09-13,8 15 29 32 35 39,2 6,,archive
2313,2003-09-20,7 14 19 34 36 45,24 32,,archive
2315,2003-09-27,7 9 15 18 26 31,29 40,,archive
2317,2003-10-04,10 11 18 22 25 36,12 16,,archive
2319,2003-10-11,3 5 16 17 40 45,10 32,,archive
2321,2003-10-18,3 17 26 32 33 40,7 35,,archive
2323,2003-10-25,6 8 27 31 32 38,4 30,,archive
2325,2003-11-01,1 4 6 21 37 40,19 29,,archive
2327,2003-11-08,6 11 24 37 40 42,12 27,,archive
2329,2003-11-15,15 23 28 29 34 39,40 45,,archive
2331,2003-11-22,1 3 19 33 41 45,9 28,,archive
2333,2003-11-29,3 13 24 38 39 42,8 18,,archive
2335,2003-12-06,1 10 18 25 35 37,33 36,,archive
2337,2003-12-13,4 28 29 33 37 40,43 44,,archive
2339,2003-12-20,1 5 6 11 28 36,41 45,,archive
2341,2003-12-27,15 24 26 31 34 43,3 21,,archive
2343,2004-01-03,5 9 18 22 26 37,12 25,,archive
2345,2004-01-10,4 7 18 27 33 37,39 43,,archive
2347,2004-01-17,6 9 10 11 16 42,31 41,,archive
2349,2004-01-24,12 13 15 26 34 39,27 41,,archive
2351,2004-01-31,3 12 16 18 34 37,7 30,,archive
2353,2004-02-07,4 5 10 19 28 32,1 13,,archive
2355,2004-02-14,7 8 17 27 37 45,19 30,,archive
2357,2004-02-21,4 25 26 31 32 33,2 42,,archive
2359,2004-02-28,1 8 20 27 28 36,11 16,,archive
2361,2004-03-06,1 9 25 28 36 44,6 15,,archive
2363,2004-03-13,6 13 15 18 27 45,9 19,,archive
2365,2004-03-20,5 8 13 20 32 37,10 25,,archive
2367,2004-03-27,1 15 17 38 40 41,21 37,,archive
2369,2004-04-03,6 22 30 32 39 45,2 26,,archive
2371,2004-04-10,4 7 13 22 29 42,28 34,,archive
2373,2004-04-17,7 12 13 15 27 33,1 2,,archive
2375,2004-04-24,1 3 11 34 37 39,2 6,,archive
2377,2004-05-01,8 22 28 38 40 43,5 36,,archive
2379,2004-05-08,3 14 19 26 29 31,18 24,,archive
2381,2004-05-15,11 25 35 40 41 44,27 29,,archive
2383,2004-05-22,4 22 24 28 29 33,18 35,,archive
2385,2004-05-29,6 13 16 34 36 38,26 29,,archive
2387,2004-06-05,17 18 31 35 36 44,21 25,,archive
2389,2004-06-12,4 6 8 9 13 21,5 43,,archive
2391,2004-06-19,3 5 7 24 33 40,4 6,,archive
2393,2004-06-26,6 7 12 21 39 44,10 36,,archive
2395,2004-07-03,1 3 9 14 21 27,5 35,,archive
2397,2004-07-10,11 12 20 22 29 37,1 40,,archive
2399,2004-07-17,4 10 26 35 36 39,5 42,,archive
2401,2004-07-24,18 26 29 33 39 41,24 30,,archive
2403,2004-07-31,9 13 15 20 36 41,7 32,,archive
2405,2004-08-07,3 19 24 35 40 45,33 38,,archive
